"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"U7B2B2RL","journalArticle","2023","Btoush, Eyad Abdel Latif Marazqah; Zhou, Xujuan; Gururajan, Raj; Chan, Ka Ching; Genrich, Rohan; Sankaran, Prema","A systematic review of literature on credit card cyber fraud detection using machine and deep learning","PeerJ Computer Science","","2376-5992","10.7717/peerj-cs.1278","https://peerj.com/articles/cs-1278","The increasing spread of cyberattacks and crimes makes cyber security a top priority in the banking industry. Credit card cyber fraud is a major security risk worldwide. Conventional anomaly detection and rule-based techniques are two of the most common utilized approaches for detecting cyber fraud, however, they are the most time-consuming, resource-intensive, and inaccurate. Machine learning is one of the techniques gaining popularity and playing a significant role in this field. This study examines and synthesizes previous studies on the credit card cyber fraud detection. This review focuses specifically on exploring machine learning/deep learning approaches. In our review, we identified 181 research articles, published from 2019 to 2021. For the benefit of researchers, review of machine learning/deep learning techniques and their relevance in credit card cyber fraud detection is presented. Our review provides direction for choosing the most suitable techniques. This review also discusses the major problems, gaps, and limits in detecting cyber fraud in credit card and recommend research directions for the future. This comprehensive review enables researchers and banking industry to conduct innovation projects for cyber fraud detection.","2023-04-17","2025-08-07 15:23:21","2025-08-07 15:23:21","2025-08-07 15:23:21","e1278","","","9","","PeerJ Comput. Sci.","","","","","","PeerJ Inc.","","en","","","","","peerj.com","","","","C:\Users\T470s\Zotero\storage\XY6YRGIL\Btoush et al. - 2023 - A systematic review of literature on credit card c.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"URCBRWGR","journalArticle","2024","Kalid, Suraya Nurain; Khor, Kok-Chin; Ng, Keng-Hoong; Tong, Gee-Kok","Detecting Frauds and Payment Defaults on Credit Card Data Inherited With Imbalanced Class Distribution and Overlapping Class Problems: A Systematic Review","IEEE Access","","2169-3536","10.1109/ACCESS.2024.3362831","https://ieeexplore.ieee.org/document/10423008","Credit card payments are one popular e-payment option apart from cash payments. Recent reports show that credit card fraud and payment defaults are increasing annually and are alarming. Thus, researchers have attempted various machine learning techniques to address these two challenges. However, they are challenged to mitigate the two major problems inherited in credit card data: (i) imbalanced class distribution and (ii) overlapping classes. Mitigating these problems shall effectively detect credit card frauds and payment defaults, thus benefiting card issuers and holders. Hence, this paper aims to develop a systematic review using PRISMA to identify and compare various credit card datasets, machine learning techniques, and evaluation metrics. Subsequently, we provide recommendations for handling these two problems. We extracted research papers from 2016 to 2023 from ScienceDirect, Springer, Association and Computing Machinery (ACM), and IEEE databases. The papers shall be included if written in English and published in peer-reviewed and indexed journals or conference proceedings. Finally, 87 papers were selected based on the eligibility criteria. Based on our findings, the European and Taiwan datasets are widely used in the research community. However, most researchers focus on tackling imbalanced class distribution rather than two problems together. We recommended to the research community the application of deep learning, ensemble learning, and sampling methods to effectively detect fraud and payment defaults on credit card datasets that inherit the two problems. In evaluating the machine learning algorithms, we recommend using metrics that can separately evaluate the algorithms’ performance in detecting frauds/payment defaults and normal transactions.","2024","2025-08-07 17:00:41","2025-08-07 17:00:41","2025-08-07 17:00:41","23636-23652","","","12","","","Detecting Frauds and Payment Defaults on Credit Card Data Inherited With Imbalanced Class Distribution and Overlapping Class Problems","","","","","","","","","","","","IEEE Xplore","","","","C:\Users\T470s\Zotero\storage\VUTVWE87\Kalid et al. - 2024 - Detecting Frauds and Payment Defaults on Credit Ca.pdf","","","Machine learning; Systematics; Ensemble learning; Fraud; Credit cards; credit card fraud; PRISMA; Measurement; imbalanced class distribution; overlapping classes; payment default; Sampling methods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2L46IMT9","journalArticle","2023","Blessing, Guembe; Azeta; Osamor, Victor; Ekpo, Raphael","A Federated Machine Learning Approaches For Anti-Money Laundering Detection","SSRN Electronic Journal","","","10.2139/ssrn.4669561","","","2023-01-01","2025-08-07 17:02:08","2025-08-07 17:02:08","","","","","","","SSRN Electronic Journal","","","","","","","","","","","","","ResearchGate","","","","","https://www.researchgate.net/publication/376698949_A_Federated_Machine_Learning_Approaches_For_Anti-Money_Laundering_Detection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WJYQ8M9T","journalArticle","2021","Song, Xuan; Liu, Xinyan; Liu, Fei; Wang, Chunting","Comparison of machine learning and logistic regression models in predicting acute kidney injury: A systematic review and meta-analysis","International Journal of Medical Informatics","","1386-5056","10.1016/j.ijmedinf.2021.104484","https://www.sciencedirect.com/science/article/pii/S1386505621001106","Introduction We aimed to assess whether machine learning models are superior at predicting acute kidney injury (AKI) compared to logistic regression (LR), a conventional prediction model. Methods Eligible studies were identified using PubMed and Embase. A total of 24 studies consisting of 84 prediction models met inclusion criteria. Independent samples t-test was performed to detect mean differences in area under the curve (AUC) between ML and LR models. One-way ANOVA and post-hoc t-tests were performed to assess mean differences in AUC between ML methods. Results AUC data were similar between ML (0.736 ± 0.116) and LR (0.748 ± 0.057) models (p = 0.538). However, specific ML models, such as gradient boosting (0.838 ± 0.077), exhibited superior performance at predicting AKI as compared to other ML models in the literature (p < 0.05). Creatinine and urine output, standard variables assessed for AKI staging, were classified as significant predictors across multiple ML models, although the majority of significant predictors were unique and study specific. Conclusions These data suggest that ML models perform equally to that of LR, however ML models exhibit variable performance with some ML models displaying exceptional performance. The variability in ML prediction of AKI can be attributed, in part, to the specific ML model utilized, variable selection and processing, study and subject characteristics, and the steps associated with model training, validation, testing, and calibration.","2021-07-01","2025-08-07 17:07:45","2025-08-07 17:07:45","2025-08-07 17:07:45","104484","","","151","","International Journal of Medical Informatics","Comparison of machine learning and logistic regression models in predicting acute kidney injury","","","","","","","","","","","","ScienceDirect","","","","C:\Users\T470s\Zotero\storage\G6K9HMV9\S1386505621001106.html","","","Machine learning; Artificial intelligence; Logistic regression; Acute kidney injury","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TCSRMHAX","journalArticle","2024","Lin, Dongjie","Key Considerations to be Applied While Leveraging Machine Learning for Financial Statement Fraud Detection: A Review","IEEE Access","","2169-3536","10.1109/ACCESS.2024.3488832","https://ieeexplore.ieee.org/document/10740285","Financial statement fraud (FSF) is a challenging issue in capital markets and severely affects their overall health and stability. The effective prediction of FSF has become an urgent need for investors. In recent years, scholars have developed several machine learning-based FSF prediction models. This study conducted a systematic review of such models to facilitate an understanding of the latest developments in this field. First, sample and data preprocessing were analyzed, focusing on key aspects such as data sources, splitting training and testing sets, imbalanced samples, cross-period FSF, and handling of zero and missing values. Second, existing research on FSF prediction models was reviewed considering structured and unstructured data. The existing studies exhibited two significant characteristics: expansion if data from structured to unstructured formats and the evolution of methodologies from traditional machine learning to deep learning approaches. Third, the effectiveness of FSF prediction models was evaluated. Indiscriminately pursuing higher recall rates is not advisable. Rather, the effectiveness of the model in terms of predicting FSF must be scientific assessed. Finally, the challenges and opportunities in current research were summarized. The core challenges were identified as the development of robust prediction models and the incorporation of unstructured data into these models. Moreover, leveraging diverse data, deep learning, and large language models can significantly enhance the performance of prediction models. Furthermore, to advance research in this field, this study advocates the construction of a shared and open FSF database.","2024","2025-08-07 17:10:51","2025-08-07 17:10:51","2025-08-07 17:10:51","168213-168228","","","12","","","Key Considerations to be Applied While Leveraging Machine Learning for Financial Statement Fraud Detection","","","","","","","","","","","","IEEE Xplore","","","","C:\Users\T470s\Zotero\storage\QHP9NW2X\Lin - 2024 - Key Considerations to be Applied While Leveraging .pdf","","","Financial statement fraud; Deep learning; deep learning; machine learning; Fraud; Predictive models; literature review; Biological system modeling; Data preprocessing; Financial management; Data models; Training; Companies; Databases; Testing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R3KBVHYI","journalArticle","2020","Mashrur, Akib; Luo, Wei; Zaidi, Nayyar A.; Robles-Kelly, Antonio","Machine Learning for Financial Risk Management: A Survey","IEEE Access","","2169-3536","10.1109/ACCESS.2020.3036322","https://ieeexplore.ieee.org/document/9249416","Financial risk management avoids losses and maximizes profits, and hence is vital to most businesses. As the task relies heavily on information-driven decision making, machine learning is a promising source for new methods and technologies. In recent years, we have seen increasing adoption of machine learning methods for various risk management tasks. Machine-learning researchers, however, often struggle to navigate the vast and complex domain knowledge and the fast-evolving literature. This paper fills this gap, by providing a systematic survey of the rapidly growing literature of machine learning research for financial risk management. The contributions of the paper are four-folds: First, we present a taxonomy of financial-risk-management tasks and connect them with relevant machine learning methods. Secondly, we highlight significant publications in the past decade. Thirdly, we identify major challenges being faced by researchers in this area. And finally, we point out emerging trends and promising research directions.","2020","2025-08-07 17:18:37","2025-08-07 17:18:37","2025-08-07 17:18:37","203203-203223","","","8","","","Machine Learning for Financial Risk Management","","","","","","","","","","","","IEEE Xplore","","","","C:\Users\T470s\Zotero\storage\WJZW3R2S\Mashrur et al. - 2020 - Machine Learning for Financial Risk Management A .pdf","","","Machine learning; deep learning; Forecasting; Predictive models; Risk management; Uncertainty; risk analysis; Task analysis; artificial intelligence in finance; Computational modeling; financial risk management; financial risk management taxonomy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QBSQHWTJ","journalArticle","2024","Prome, Shanjita Akter; Ragavan, Neethiahnanthan Ari; Islam, Md Rafiqul; Asirvatham, David; Jegathesan, Anasuya Jegathevi","Deception detection using machine learning (ML) and deep learning (DL) techniques: A systematic review","Natural Language Processing Journal","","2949-7191","10.1016/j.nlp.2024.100057","https://www.sciencedirect.com/science/article/pii/S2949719124000050","Deception detection is a crucial concern in our daily lives, with its effect on social interactions. The human face is a rich source of data that offers trustworthy markers of deception. The deception detection systems are non-intrusive, cost-effective, and mobile by identifying face expressions. Over the last decade, numerous studies have been conducted on deception/lie detection using several advanced techniques. Researchers have given their attention to inventing more effective and efficient solutions for deception detection. However, there are still a lot of opportunities for innovative deception detection methods. Thus, in this literature review, we conduct the statistical analysis by following the PRISMA protocol and extract various articles from five e-databases. The main objectives of this paper are (i) to explain the overview of machine learning (ML) and deep learning (DL) techniques for deception detection, (ii) to outline the existing literature, and (iii) to address the current challenges and its research prospects for further study. While significant issues in deception detection methods are acknowledged, the review highlights key conclusions and offers a systematic analysis of state-of-the-art techniques, emphasizing contributions and opportunities. The findings illuminate current trends and future research prospects, fostering ongoing development in the field.","2024-03-01","2025-08-07 17:33:02","2025-08-07 17:33:02","2025-08-07 17:33:02","100057","","","6","","Natural Language Processing Journal","Deception detection using machine learning (ML) and deep learning (DL) techniques","","","","","","","","","","","","ScienceDirect","","","","","","","Machine learning; Deep learning; Artificial intelligence; Deception detection; Facial expression; Lie detection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DTSAIIVM","journalArticle","2023","Yang, Guangyi; Liu, Xiaoxing; Li, Beixin","Anti-money laundering supervision by intelligent algorithm","Computers & Security","","0167-4048","10.1016/j.cose.2023.103344","https://www.sciencedirect.com/science/article/pii/S0167404823002547","As global anti-money laundering (AML) protocols and technologies strengthen, traditional laundering methods increasingly face stringent scrutiny. Concurrently, the allure of virtual currencies for laundering illegal funds is magnified, owing to their immunity from seizure, elusive traceability, and seamless cross-border transactions. This necessitates the design of specialized AML strategies for virtual currencies to counter this burgeoning avenue of illicit money circulation. Our study introduces a groundbreaking two-tier algorithm, marrying heuristic rules and integrated learning modalities, designed to enable risk-based detection of virtual currency money laundering. By employing data science methodologies, we scrutinize the distribution of statistical risk attributes within existing transaction samples to institute heuristic rules. By training an amalgamated model of Long Short-Term Memory (LSTM) and Graph Convolutional Neural Network (GCN), we can effectively discern conspicuous anomalous money laundering patterns across diverse transaction datasets. The integrated learning segment deploys a hard voting mechanism, bolstering the recognition of laundering techniques by synergizing multiple anomaly detection classifiers such as Histogram-Based Outlier Scoring (HBOS) and Isolation Forest. This methodology facilitates the detection of laundering activities in unlabeled data, generating explicit anomalous transaction data and concurrently capturing implicit abnormal transactions undetected by heuristic rules. Our approach alleviates the difficulty of procuring labeled money laundering data for AML identification, simultaneously improving the generalization and accuracy of unsupervised learning methods for money laundering detection.","2023-09-01","2025-08-08 09:11:45","2025-08-08 09:11:45","2025-08-08 09:11:45","103344","","","132","","Computers & Security","","","","","","","","","","","","","ScienceDirect","","","","C:\Users\T470s\Zotero\storage\LER9Q53W\S0167404823002547.html","","","Anti-money laundering; Graph convolutional neural network; Heuristic rules; Isolation forest; Virtual currency","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R8MR6QSA","webpage","2022","Grinsztajn, Léo; Oyallon, Edouard; Varoquaux, Gaël","Why do tree-based models still outperform deep learning on tabular data? | Request PDF","","","","https://doi.org/10.48550/arXiv.2207.08815","https://www.researchgate.net/publication/362123616_Why_do_tree-based_models_still_outperform_deep_learning_on_tabular_data","","2022-07","2026-01-21 18:45:40","2026-01-27 22:39:14","2026-01-21 18:45:40","","","","","","","","","","","","","","","","","","","","","","","C:\Users\T470s\Zotero\storage\ZCK9X4R5\362123616_Why_do_tree-based_models_still_outperform_deep_learning_on_tabular_data.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6FYNGI4G","preprint","2022","Xie, Zeke; Wang, Xinrui; Zhang, Huishuai; Sato, Issei; Sugiyama, Masashi","Adaptive Inertia: Disentangling the Effects of Adaptive Learning Rate and Momentum","","","","10.48550/arXiv.2006.15815","http://arxiv.org/abs/2006.15815","Adaptive Moment Estimation (Adam), which combines Adaptive Learning Rate and Momentum, would be the most popular stochastic optimizer for accelerating the training of deep neural networks. However, it is empirically known that Adam often generalizes worse than Stochastic Gradient Descent (SGD). The purpose of this paper is to unveil the mystery of this behavior in the diffusion theoretical framework. Specifically, we disentangle the effects of Adaptive Learning Rate and Momentum of the Adam dynamics on saddle-point escaping and flat minima selection. We prove that Adaptive Learning Rate can escape saddle points efficiently, but cannot select flat minima as SGD does. In contrast, Momentum provides a drift effect to help the training process pass through saddle points, and almost does not affect flat minima selection. This partly explains why SGD (with Momentum) generalizes better, while Adam generalizes worse but converges faster. Furthermore, motivated by the analysis, we design a novel adaptive optimization framework named Adaptive Inertia, which uses parameter-wise adaptive inertia to accelerate the training and provably favors flat minima as well as SGD. Our extensive experiments demonstrate that the proposed adaptive inertia method can generalize significantly better than SGD and conventional adaptive gradient methods.","2022-06-14","2026-01-21 18:53:02","2026-01-21 18:53:02","2026-01-21 18:53:02","","","","","","","Adaptive Inertia","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2006.15815 [cs]","","C:\Users\T470s\Zotero\storage\G29U78RN\Xie et al. - 2022 - Adaptive Inertia Disentangling the Effects of Adaptive Learning Rate and Momentum.pdf; C:\Users\T470s\Zotero\storage\GWDY47X2\2006.html","","","Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:2006.15815","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NXAFRPI3","book","2020","Kerwin, Kathleen; Bastian, Nathaniel","Stacked Generalizations in Imbalanced Fraud Data Sets using Resampling Methods","","","","10.48550/arXiv.2004.01764","","This study uses stacked generalization, which is a two-step process of combining machine learning methods, called meta or super learners, for improving the performance of algorithms in step one (by minimizing the error rate of each individual algorithm to reduce its bias in the learning set) and then in step two inputting the results into the meta learner with its stacked blended output (demonstrating improved performance with the weakest algorithms learning better). The method is essentially an enhanced cross-validation strategy. Although the process uses great computational resources, the resulting performance metrics on resampled fraud data show that increased system cost can be justified. A fundamental key to fraud data is that it is inherently not systematic and, as of yet, the optimal resampling methodology has not been identified. Building a test harness that accounts for all permutations of algorithm sample set pairs demonstrates that the complex, intrinsic data structures are all thoroughly tested. Using a comparative analysis on fraud data that applies stacked generalizations provides useful insight needed to find the optimal mathematical formula to be used for imbalanced fraud data sets.","2020-04-03","2026-01-25 16:34:00","2026-01-25 16:34:00","","","","","","","","","","","","","","","","","","","","ResearchGate","","","","C:\Users\T470s\Zotero\storage\UFUGECVN\Kerwin and Bastian - 2020 - Stacked Generalizations in Imbalanced Fraud Data Sets using Resampling Methods.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QS7AQI8F","webpage","2025","ResearchRabbit","ResearchRabbit","","","","","https://app.researchrabbit.ai/library?folders=id%3Aa0ff38ad-ef20-4ec4-b444-91b00f9c6665%2Ctype%3Afolder&sort=forwardEdgeCount_desc","","2025","2026-01-25 21:47:18","2026-01-25 22:14:02","2026-01-25 21:47:18","","","","","","","","","","","","","","","","","","","","","","","C:\Users\T470s\Zotero\storage\Y3XHGD4K\library.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8KQGDXMP","journalArticle","2023","Gowhor, Hussain Syed","Effectiveness criteria of suspicious transaction reporting for early detection of terrorist financing activities","Journal of Financial Crime","","1359-0790","10.1108/JFC-10-2023-0254","https://doi.org/10.1108/JFC-10-2023-0254","This study aims to evaluate the suspicious transaction reporting (STR) as a financial intelligence tool to identify the potential strengths and limitations of STR and to come up with the criteria, which will make this tool an effective one in early detection of terrorist financing activities.Considering the research aim, this research uses the funnelling method for identifying effectiveness criteria. Funnelling is a method of literature review that helps find pertinent literature by refining the search through filtering the available research (Ridley, 2008). Using this method, the researcher first applied the criteria of actionable intelligence to filter the financial intelligence tools to select the most promising and important tool (suspicious transaction reporting) for early detection of terrorist financing activities. The funnelling method was also applied to derive the effectiveness criteria from the operational features, and corresponding limitations, of the suspicious transaction reporting system. The funnelling method was also used to identify those operational features and limitations of suspicious transaction reporting that have the most direct relevance to the early detection problem of suspicious transaction reporting.There are some operational features of STR that give rise to certain limitations that undermine its effectiveness in terms of early detection of terrorist financing activities. The limitations of STR necessitate a search for criteria that will make STR effective in early detection of terrorist financing activities. Based on the operational features and their corresponding limitations, effectiveness criteria for STR have been derived in this study. It is shown how these effectiveness criteria can remove the limitations of STR.The list of operational features and the corresponding limitations based on which the effectiveness criteria have been derived may not be exhaustive. There may have other operational features, and corresponding limitations that also make STR largely ineffective in the early detection of terrorist financing activities, and for which more effectiveness criteria should also be derived.The limitations and the effectiveness criteria will pave the way for redesigning STR in such a way that will make it highly useful for detecting financing activities relating to imminent terrorist attacks.The society will experience fewer terrorist attacks that will make the society peaceful, happy and vibrant.In this study, the effectiveness criteria of STR for early detection of terrorist financing activities have been derived in an innovative way by deducing them from the operational features of STR and the corresponding limitations.","2023-11-29","2026-01-27 18:55:47","2026-01-27 18:55:47","2026-01-27 18:55:47","1516-1531","","6","31","","Journal of Financial Crime","","","","","","","","","","","","","Silverchair","","","","C:\Users\T470s\Zotero\storage\EVK27L8F\JFC-10-2023-0254.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YMI2RWV4","journalArticle","2020","Jullum, Martin; Løland, Anders; Huseby, Ragnar Bang; Ånonsen, Geir; Lorentzen, Johannes","Detecting money laundering transactions with machine learning","Journal of Money Laundering Control","","1368-5201","10.1108/JMLC-07-2019-0055","https://doi.org/10.1108/JMLC-07-2019-0055","","2020-01-21","2026-01-27 18:57:23","2026-01-27 18:57:23","2026-01-27 18:57:22","173-186","","1","23","","Journal of Money Laundering Control","","","","","","","","","","","","","Silverchair","","","","C:\Users\T470s\Zotero\storage\CZXRTMZB\Jullum et al. - 2020 - Detecting money laundering transactions with machine learning.pdf; C:\Users\T470s\Zotero\storage\WXKD75Z3\JMLC-07-2019-0055.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R2J7B7UY","journalArticle","2023","Aprilia, Geo Finna","Exploring detection and prevention of money laundering with information technology","Journal of Money Laundering Control","","1368-5201","10.1108/JMLC-08-2023-0138","https://doi.org/10.1108/JMLC-08-2023-0138","Regarding the magnitude of the impact caused by money laundering, the size of the organization and the many parties involved, this paper aims to explore the methods used in detecting money laundering, especially the use of technology.This research is a literature review from various research sources originating from Pro-Quest, Emerald, Science Direct and Google Scholar.The researchers found that the most widely used methods for detecting money laundering were artificial intelligence, machine learning, data mining and social network analysis.This research is expected to help the government or institutions such as the police, forensic accountants and investigative auditors in the fight against money laundering. This research is limited to only a few sources, and it is hoped that further research can explore more deeply related to other methods for detecting money laundering.This paper discusses the methods that are widely used in detecting money laundering.","2023-11-30","2026-01-27 19:00:14","2026-01-27 22:47:42","2026-01-27 19:00:14","995-1004","","6","27","","Journal of Money Laundering Control","","","","","","","","","","","","","Silverchair","","","","C:\Users\T470s\Zotero\storage\2XCUFUNQ\JMLC-08-2023-0138.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UGE7LJMH","webpage","2023","Borg, Martin","A synthetic data set to benchmark anti-money laundering methods | Scientific Data","","","","","https://www.nature.com/articles/s41597-023-02569-2","","2023","2026-01-27 19:04:42","2026-01-27 19:06:10","2026-01-27 19:04:42","","","","","","","","","","","","","","","","","","","","","","","C:\Users\T470s\Zotero\storage\GGIMUHA2\s41597-023-02569-2.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9NIGXF5","journalArticle","2023","Alexandre, Claudio Reginaldo; Balsa, João","Incorporating machine learning and a risk-based strategy in an anti-money laundering multiagent system","Expert Systems with Applications","","0957-4174","10.1016/j.eswa.2023.119500","https://www.sciencedirect.com/science/article/pii/S0957417423000015","Over the last decade, the international community has become more aware of the danger and harm caused by the practice of the crime of Money Laundering (ML). Organizations to combat this crime were created and the existing laws were expanded and tightened. Complex legislation, combined with the increase in the volume of financial transactions involved in money laundering schemes, motivated research targeting the improvement and automation of the critical processes of detecting, signaling and communicating suspicious clients. The Anti-Money Laundering (AML) activity is strongly impacted and dependent on this process, which has evolved slowly, in part due to its subjectivity and complexity. This article presents the characteristics of a multiagent system that incorporates machine learning and risk components to identify and flag suspicious bank clients. It also seeks to help human specialists in the analysis of suspicious behavior by these clients. The knowledge bases are obtained through data mining over a real database, obtaining for each client a transactional behavior pattern, enriched with specific rules based on legal aspects, and on the expertise of the AML analysts of the financial institution that funds this research. The adopted risk strategy seeks to identify and classify the ML risk level of each flagged client. To evaluate its results, the system analyzed six months of actual transactions. A set of candidate clients was produced and subsequently investigated by the financial institution’s AML analysts, who proved a high degree of correctness in the indicated suspicions, including cases that were not flagged by the antecedent systems in execution for decades at the institution.","2023-05-01","2026-01-27 19:20:43","2026-01-27 19:20:43","2026-01-27 19:20:42","119500","","","217","","Expert Systems with Applications","","","","","","","","","","","","","ScienceDirect","","","","C:\Users\T470s\Zotero\storage\8WPMX89B\S0957417423000015.html","","","Machine learning; Anti-money laundering; Decision support; Intelligent agents; Multiagent system; Risk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I6KQ9Z3D","journalArticle","2025","Ogbeide, Henry; Thomson, Mary Elizabeth; Gonul, Mustafa Sinan; Onkal, Dilek; Bhowmick, Sanjay; Bello, Abdullahi Usman","Rethinking Experts’ Perceptions in Money Laundering Risk Assessment","European Journal on Criminal Policy and Research","","1572-9869","10.1007/s10610-024-09586-w","https://doi.org/10.1007/s10610-024-09586-w","This paper examines the factors that influence experts’ risk assessments of money laundering in the context of anti-money laundering (AML) measures. Employing a mixed-methods approach, a survey was first administered to 1497 AML risk assessment experts, followed by semi-structured interviews with nine selected AML experts. The study’s findings suggest that AML experts often heavily rely on their organization’s established risk response frameworks, sometimes at the expense of not exercising independent judgment. Personal biases, including preconceived notions about risk and fear of facing repercussions for independent judgment, significantly influence risk assessments. Based on these results and guidance from the literature, we propose a new decision framework aimed at shedding light on the mediating strategies employed by AML experts during risk assessment. The proposed framework offers valuable insights into the role of expert judgment in assessing money laundering risk for AML-regulated entities, with a particular focus on financial institutions aiming to enhance their risk assessment frameworks.","2025-12-01","2026-01-27 19:38:17","2026-01-27 19:38:17","2026-01-27 19:38:17","753-777","","4","31","","Eur J Crim Policy Res","","","","","","","","en","","","","","Springer Link","","","","C:\Users\T470s\Zotero\storage\RSSSIVL3\Ogbeide et al. - 2025 - Rethinking Experts’ Perceptions in Money Laundering Risk Assessment.pdf","","","Money laundering; Financial institutions; Risk; Expert; Judgment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RXFQKB6U","webpage","","United Nations","Money laundering","United Nations : UNODC ROMENA","","","","https://www.unodc.org/romena/en/money-laundering.html","Money laundering","","2026-01-27 19:46:48","2026-01-27 19:47:12","2026-01-27 19:46:48","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\T470s\Zotero\storage\EMHG2QZI\money-laundering.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BWKJP5EK","webpage","","mckinsey","The new frontier in anti–money laundering | McKinsey","","","","","https://www.mckinsey.com/capabilities/risk-and-resilience/our-insights/the-new-frontier-in-anti-money-laundering","","","2026-01-27 20:10:37","2026-01-27 20:11:07","2026-01-27 20:10:37","","","","","","","","","","","","","","","","","","","","","","","C:\Users\T470s\Zotero\storage\AJ38J23Q\the-new-frontier-in-anti-money-laundering.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AE7AZP9M","journalArticle","2024","Shadrooh, Shiva; Nørvåg, Kjetil","SMoTeF: Smurf money laundering detection using temporal order and flow analysis","Applied Intelligence","","1573-7497","10.1007/s10489-024-05545-4","https://doi.org/10.1007/s10489-024-05545-4","Smurfing in financial networks is a popular fraud technique in which fraudsters inject their illegal money into the legitimate financial system. This activity is performed within a short period of time, with recurring transactions and multiple intermediaries. A major problem of existing graph-based methods for detecting smurfing is that they fall short of retrieving accurate fraud patterns. Consequently, the result is numerous non-fraudulent patterns alongside a few fraud patterns, causing a high false-positive rate. To alleviate this problem, we propose SMoTeF, a framework that extends existing graph-based smurf detection methods by distinguishing fraudulent smurfing patterns from non-fraudulent ones, thus significantly reducing the false-positive ratio. The core of the approach is a novel algorithm based on computing maximum temporal flow within temporal order of events. In order to evaluate the approach, a framework for injecting various smurfing patterns is developed, and experimental results on three real-world datasets from different domains show that SMoTeF significantly improves on the effectiveness of the state-of-the-art baseline, with only marginal runtime overhead.","2024-08-01","2026-01-27 22:42:26","2026-01-27 22:42:26","2026-01-27 22:42:26","7461-7478","","15","54","","Appl Intell","SMoTeF","","","","","","","en","","","","","Springer Link","","","","C:\Users\T470s\Zotero\storage\CVFYYKNF\Shadrooh and Nørvåg - 2024 - SMoTeF Smurf money laundering detection using temporal order and flow analysis.pdf","","","Money laundering; Anomaly detection; Maximum temporal flow; Smurfing; Temporal networks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
